Team,TotalPoints,Racers,Races
SPRME,31861824.716194138,50,221019
P1RE,20606264.690226905,32,149848
TVX,18763274.27589469,50,135530
RR,18206879.819694266,34,124030
PR2W,15249677.097246164,49,108342
N8TE,13994543.731370721,43,100448
CAM0,12762755.167096334,50,89809
NTPD1,12250573.306833245,49,89208
ECS,12106092.373376234,16,81610
PSR,11964761.514935078,48,87432
CZBZ,11248657.2399154,45,81192
IR,10959610.792028941,45,81568
TXT,10933516.779642433,49,77753
SSH,10859295.788082346,36,77375
ZL,10557685.142585965,37,74396
NCT,10554702.056297295,45,76523
LXW,9868861.824812537,50,69463
FFS,8668742.985443018,48,63537
BEEHVE,8494697.998445459,41,63438
WP,8113031.288353593,49,57306
NTY,7938029.973273222,50,59253
S0RC,6978265.956381545,48,48643
TCHR,6428469.394064704,34,48244
CHONT,6291255.060655513,9,39360
4CU,5041023.850927899,35,30394
RFTP,4840797.414599367,40,39390
QC,4811553.642280989,2,35625
LEGNDS,4785312.369328391,42,34210
FASZ,4778740.957546183,23,34207
NTO,4569985.079969987,46,36122
LOVGOD,4361610.484384397,42,31063
LWRK,4239931.0536902435,48,29102
DIV1,4158309.6105690235,45,28922
TVM,4104563.905432012,37,30063
TFV,4034477.3524926472,35,27351
ZTAGZ,3931638.8976761005,39,26904
LLJ4R,3490404.710046643,40,28677
WPMWPM,3489179.634109672,40,28075
ERC,3475990.332936725,21,24148
RZ,3360430.5894991853,49,26515
190IQ,3190973.836666007,6,22785
RI5E,3150985.3812870663,45,24115
AMPX,3140640.281267918,46,24032
DLX,2962289.976318561,47,24370
NHS,2859825.3005486,50,22418
HFE,2796476.8229630007,20,18692
NTP444,2778543.1058273874,40,22703
MEYBO,2761467.7687416733,28,19881
FTHM,2707604.769395648,46,19872
F0J,2615663.2353671286,38,19068
ZH,2613069.027907325,43,19221
NS7,2559112.0630519227,47,18913
42712,2524849.4275387456,7,19033
VKS,2477071.4130279743,39,18636
50I,2384741.2763071465,36,17135
T3X5,2378127.693876862,25,16552
T0WER,2374142.9545327313,38,15844
SAIL,2279688.8971442403,39,18098
ZSH,2213567.6266421955,38,18294
TWO,2211629.544229556,33,15592
FAM3,2203010.800977909,43,17330
VG,2202286.3759615985,33,16345
FERAL,2187824.1417008108,49,16225
A3,2145871.141522017,25,15852
BRAVE,2049712.397030427,34,15604
1STRED,2018700.893456281,45,15817
OVCR,1976230.5506040945,27,17044
AL3,1961974.0426712285,34,14865
C0NQUE,1885859.6639754188,33,13574
HELIUM,1876024.4312741945,49,15828
EXTRME,1830027.4571408473,39,11907
RVNT,1783970.6513242244,22,14989
CAT4,1740995.6486864833,45,14972
4EP,1688356.3461062468,44,12560
L3JENS,1681151.188249465,18,11289
LTC,1625513.9459286768,23,10217
LE4GUE,1619362.975179649,47,12870
SSNAKS,1535930.748506152,40,12838
ASPN,1518646.3220385818,41,12492
B0MBA,1480382.9355680335,40,10351
TRUST,1470062.1530749553,21,11333
NGREEN,1462420.719355059,33,11984
SZM,1451211.5018696368,44,12527
XMVP,1413813.8032480436,35,11284
TNGN,1411926.5795181645,42,10015
XWX,1409298.6124069393,45,11515
ALFJ,1319969.9875614266,47,10619
ESTER,1288651.8225423591,27,9573
ZER0SE,1277376.104913294,44,9377
ST0RM,1237943.6357234465,17,9058
SNTL,1231240.7306550583,26,8635
RL,1207096.6369917921,32,8664
D4RKER,1188620.176076079,29,8519
WTRMN,1133487.4954220727,33,8270
SK4P,1049921.3857641523,17,8387
RL1,1018136.1864516699,38,7484
AL0N3D,1016071.6956190555,39,7744
LSH,1016009.5313915921,35,8276
KBSM,963386.3063350208,35,7155
FERARI,943830.5100417775,38,8062
FUZHOU,914911.1533872592,45,6802
DCPTCN,907681.5536890411,24,7415
SBD2,904931.7152276444,2,5659
BAYLOR,851439.6437915665,30,7468
VXL,850672.4096467743,6,6210
MED13L,839744.8408484543,33,5821
1BESTW,832979.0833622621,29,6170
REB3LS,832195.4052263268,24,6721
DUAL,830176.0270695784,25,6019
SPDLM,800378.8903086544,44,6438
SWF,799256.6822388454,17,5688
W2V,784675.7023461473,20,5957
FOX109,776086.3690040569,27,5616
PIGFLY,775468.1141435588,34,5766
NTW,743175.9734554926,43,7389
DOGGIS,738252.535398763,33,6198
SEDYKO,729464.4472478747,19,6768
UNREST,702624.5855918542,22,5127
VS,654982.891453663,21,4455
B4HL,653258.1366723157,7,4541
HONT,636601.8094521787,23,4379
HZE,624366.2525663298,22,4570
BRICS,591126.2260328133,40,5595
CATPLT,585413.9024436267,39,4666
PR2WX,567211.6125924357,30,5216
KAPOK,563236.4882329827,33,4586
OER,538814.8960246351,29,4062
BKYS,508211.5592705151,27,4169
FLAGZ,505933.14789705013,24,4229
NTA4,489944.3496297956,3,3341
TDTY,487987.0720315283,7,3758
RIV4L,484813.9344327206,19,3463
VLN,479534.11228733725,27,3946
TOTUF7,467713.4641436441,30,3928
GSGMWO,460107.56521515467,38,3720
PIRC,449638.2576376747,15,3096
NTT,442843.46383549605,22,3413
FG4,407323.41939191683,31,3735
NI1TRO,396887.40930290456,24,2823
JEDI1,382718.3201265675,6,2835
WAMDOO,381644.8612759346,21,3342
EMPERR,376962.79839263903,9,2540
LOFH,354522.53444854286,10,2515
TALK,337274.6522916857,19,2297
GOATOG,334749.6723347015,26,2839
VTI,319965.46839946095,27,2591
NTRS34,317407.99499344773,24,2762
LEDIHH,299114.55918291165,15,2317
BAR0NS,273922.41896894854,5,1952
EXOTIC,267678.14868800394,7,2154
201030,250867.68421543352,30,2303
BR34K,250726.95967918303,3,1805
SER,248790.30762164586,16,1848
NTM,242064.9894070251,22,1603
KR0W,228000.6764223019,10,1655
TMW,222864.343534885,14,1903
BEES,222083.8771740671,3,1440
