Team,TotalPoints,Racers,Races
SPRME,42534917.96123882,49,296303
P1RE,22960704.62115364,37,167516
TVX,22351817.947149992,50,161127
ECS,19424487.705411855,28,132798
PR2W,18886667.496546857,47,133377
RR,18810679.093882717,33,128052
N8TE,17245411.194912758,45,122777
CAM0,16096388.514920553,47,113626
IR,15054604.310918868,39,112236
ZL,14948750.480978878,37,106344
NTPD1,14286210.03522971,49,104026
PSR,14140507.236702446,48,103243
CZBZ,13838907.535787221,45,100130
TXT,13754511.77087281,49,98947
SSH,12637805.95952138,36,89690
NCT,11814108.353353677,43,85707
LXW,11467411.1735269,41,80964
WP,11405381.583897484,48,79600
BEEHVE,10182251.438449448,43,76053
FFS,10077158.008938294,48,73714
S0RC,8237183.890343572,43,57904
TCHR,7068286.7112062,33,53313
NZV,6489012.262206811,43,41882
CHONT,6302287.259839984,5,39452
CR7LEG,6189864.753253432,11,35212
LEGNDS,5650781.560712866,44,40878
COMP5,5493019.674060701,39,39363
QC,5430704.23482759,2,40135
RFTP,5402897.593188481,35,43937
WD5,5367545.150707593,21,38582
TFV,5336947.598382967,36,35847
NVSEAL,5309789.139851641,50,40277
NTO,5175023.550637374,50,40593
4CU,5081191.495388965,34,30735
DIV1,5043418.532118085,38,34840
LOVGOD,5006716.170617218,37,35651
FASZ,4965104.127814825,21,35589
TVM,4805321.936855029,37,35165
0CE8N,4727666.816784021,48,36489
NXC,4481642.0909740785,30,29965
42712,4359860.69988554,32,32676
DKC,4220141.918213006,48,32818
RI5E,4201763.7565487595,48,32020
ZTAGZ,4074070.1692255447,39,28042
FTHM,3923377.1883212747,38,28992
AMPX,3882877.9339089585,43,29639
RZ,3750335.004992629,36,29776
WPMWPM,3732345.770405367,24,30114
LLJ4R,3689492.040855453,32,30412
ERC,3570296.6653965083,24,24714
ZH,3536248.1835404583,42,26040
USAAT,3340140.809395821,41,25985
DLX,3268939.4303197023,46,26943
190IQ,3229947.728629266,5,23068
VG,3208797.757160145,40,23372
L3JENS,3204584.1088156127,11,21620
NHS,3188541.5510759507,49,24929
NTPTS,3149745.67031607,49,24176
NTP444,3064514.4442345,48,25070
MMM0,3051147.4443137664,22,17784
MEYBO,3022153.073127141,26,21743
BKYS,2953756.9935422596,32,21887
NS7,2930528.4242107403,48,21613
HFE,2881143.859498482,20,19333
F0J,2815744.8103270913,37,20660
BE3ST1,2731596.116986977,46,22470
RL,2714239.472531228,31,19757
SAIL,2712375.8399905944,38,21574
T3X5,2711645.822018491,30,19021
DANATK,2709624.6268124697,45,22957
HYP3Z,2689782.5495499023,47,22211
A3,2659853.217674884,21,19571
T0WER,2654363.370397766,40,17703
FAM3,2608516.942684187,32,20453
50I,2599063.6037820657,29,18835
ZSH,2498776.5500012436,38,20637
CAT4,2471165.818547327,44,21036
TWO,2453284.1578022274,33,17316
XLUVX,2451334.774103539,45,19299
AL3,2427328.795125069,30,18441
HELIUM,2418677.6641673916,48,20295
FERAL,2405831.217937023,41,17931
BRAVE,2369534.2343313573,39,17868
1STRED,2328505.863322375,45,18294
C0NQUE,2299525.9409017866,30,16771
OVCR,2212160.017048941,25,19104
P20W,2113794.6241952963,47,15116
EXTRME,2054600.0355436704,38,13642
4EP,2028963.9215060892,41,15524
RL1,2011725.265236286,43,14579
BEGO0D,2002871.398669093,49,15042
GLXM,1975988.1139196588,6,13261
LE4GUE,1959812.7558290912,44,15633
RVNT,1939968.7096203568,16,16301
NGREEN,1883458.1707209465,41,15174
DDFR,1831040.1263903414,28,11871
VTU,1814177.4928802038,36,12817
911000,1796703.5099367714,35,14669
SSNAKS,1770378.3803489348,48,14810
R1F,1767273.2712716325,16,11767
ASPN,1766851.7435915992,39,14611
LTC,1746972.3990979083,23,11180
DUCCK,1704785.29586155,49,13135
TRUST,1676507.3581250128,25,12835
XMVP,1672236.9305043812,38,13325
BPR,1668466.754696386,33,12226
ALFJ,1622596.89218035,41,13137
ZER0SE,1611649.4167871145,49,11884
SZM,1590042.8711093005,44,13804
TNGN,1581269.7841611905,44,11143
B0MBA,1554945.3880105598,31,11007
H0LY,1532598.4268217417,31,11369
ESTER,1506825.087327017,28,11204
PRETZE,1502823.1884455814,25,11879
FS1,1415544.158886264,41,10331
SNTL,1411747.8415981103,30,9926
D4RKER,1341467.759908713,30,9668
FTINT,1334128.5151575056,31,8642
ST0RM,1307009.213859205,14,9560
QX,1305544.4243904497,33,10988
BAYLOR,1301045.8652147448,32,11430
WTRMN,1249260.250098448,33,9103
DRICE,1233833.1938868805,48,10727
FVRSMR,1189783.2780142897,37,9850
SEMI,1162870.521159252,44,9230
AL0N3D,1159235.1344071627,40,8794
SK4P,1135200.977050736,14,9126
WBMS12,1133359.7911811783,40,9902
3X0T15,1120874.1581247826,34,7331
LSH,1108465.7925486295,36,9057
KBSM,1093533.3936728442,40,8123
FERARI,1090019.1543902864,40,9280
SWF,1079737.430383429,25,7615
MED13L,1041650.3782111797,36,7208
1BESTW,976900.0676600996,29,7259
DUAL,976336.8348078569,25,7094
WPJR,936150.8331916657,4,5234
DCPTCN,933752.2961875895,19,7631
SBD2,911635.6596987948,2,5700
DOGGIS,908553.6594551827,39,7621
VXL,896903.2542273881,6,6554
FOX109,895267.2376531091,27,6472
REB3LS,882114.6183241474,26,7122
SPDLM,879747.4231403177,41,7022
NTW,875747.7352214054,43,8693
BRICS,849408.129013652,41,8198
W2V,830631.4340904014,22,6294
PIGFLY,818564.883049845,35,6105
UNREST,806302.0005201467,25,5858
DB35T,788052.6007635879,39,6233
PAND96,770655.2547586643,20,5858
B4HL,753514.5016721275,5,5223
ON,753457.4383643665,10,6339
GENRAC,749867.6491802929,33,6311
HONT,749630.1701651114,25,5164
SEDYKO,747337.1864810332,18,6948
M4NTA,744097.9843085943,32,5771
HDIK96,739718.5037975858,19,6271
VS,726436.3183380886,23,4973
AURA80,704975.4161299568,49,6654
OER,703482.1320056372,32,5318
SSME,699141.3204976275,18,5664
CATPLT,677379.0902043119,39,5374
HZE,658440.0863040418,23,4836
EMPERR,658402.9026781302,9,4611
IBM,648350.6731828123,14,4319
KAPOK,633867.381273488,34,5181
GSGMWO,600865.7930342443,34,4913
RIV4L,577693.9885528822,17,4023
TDTY,567349.7630530824,7,4404
DAGRUP,557505.3961673495,37,5232
NTT,546637.9504587717,24,4303
NTA4,541151.2102804945,2,3701
TOTUF7,517723.6057759141,28,4369
BR34K,504332.21243754803,3,3399
GODM,497696.81152211357,11,3757
NI1TRO,493085.6800165375,27,3515
PIRC,489035.3684387275,17,3403
VLN,488740.04559660953,26,4018
TALK,477947.45778523147,27,3251
FG4,430503.88511450094,27,3948
WAMDOO,430040.20984610874,25,3766
TMW,412190.0464232478,19,3487
THEIBD,402209.38411007094,1,2817
JEDI1,395111.6963613636,5,2927
TYZ,390210.3012317507,43,3254
LOFH,384830.10707549384,11,2747
VTI,378618.60589074454,28,3098
NTRS34,377849.21768882393,22,3295
GOATOG,370548.21780754277,25,3159
BEES,359894.4070213543,3,2334
LEDIHH,353129.0184656766,15,2737
LE9ND,333952.28357868805,6,2825
UNSCF,330200.68167110503,19,2338
SHIBA,328066.25223396835,5,2224
EXOTIC,326203.73185794265,6,2628
XBTP,315098.63344817766,2,2106
XIII,314213.1962891404,18,2410
IMT,305533.23662576056,8,2268
NTM,288331.1720424776,24,1922
BAR0NS,281367.0587484082,6,2013
201030,276620.23578037915,33,2559
DTR,275419.275011217,4,1854
SER,254915.33322383117,18,1893
KR0W,237130.40108283926,11,1723
DOG,236848.63161582034,13,1653
SG1MAS,224817.9342042577,30,1688
PAWS,212073.64517688935,9,1478
TEZLA,181982.63009525146,4,1272
TGNM,180475.82773439115,1,1354
FRLB,169628.56695745955,3,1153
170MPH,162570.31004837248,31,1457
EXCEDE,158902.52176076183,10,1116
BMW,154764.63262797755,5,1172
792231,147965.63428837605,2,1022
FZH,135857.92673824955,6,1016
YE1LOW,125069.76389790614,6,911
DYZ,106234.4931291662,13,819
VRSN,104419.91302436564,4,945
HAC33R,98439.4404616122,9,924
SPRINT,95875.77173654854,10,720
GLZ,95485.9355047967,13,803
DOGEE,94218.07930883845,10,841
M1NE,92119.8000010678,6,803
FORKS,90338.1395577398,8,717
NTWA,90030.25331570071,2,640
AGNCY,79300.0445636424,4,534
DIRTH,78627.90727204166,7,578
M0AN,68463.61921052155,14,538
NT20,66948.40955506617,2,626
DSNT,52106.67102989994,11,373
DANCE2,48643.49591086106,10,273
GZRS,47754.28358404013,6,358
XS9,36765.29645296751,1,316
EMZ,35121.447815142594,8,271
CR0WN5,34888.67835417488,9,267
EOP,29418.189958034916,7,225
EL1TE,26167.39798143472,5,175
KNTT,23006.648698394885,10,202
NT,22634.998692556837,8,161
GRZ,20426.546342602815,2,153
NTGX,19049.327141731395,1,158
OWLS99,18713.790916616774,2,140
4J,17456.283840875876,7,129
CYCV,17006.896104713334,2,124
100DEV,11831.819238651033,2,83
PALICE,10580.30102308687,4,82
LZNT,10385.253204309705,1,82
F1ERCE,9862.2890072317,2,79
QWST,9411.060951382397,2,70
FIAMES,8813.311545104292,8,64
SNOOPY,8523.029523886493,1,66
WUPS,7970.44693923399,2,65
IQ200,6714.395472014007,3,76
YADLRS,4868.371368373798,1,34
F1F2F3,3312.474590988141,2,19
DYN,3305.2137320044303,6,24
LERS,2654.1002507044263,2,17
NWH,2599.4224083568574,1,19
CS,1879.075091724419,1,13
2S,1655.5235913879983,0,12
VFU,884.9001496316758,1,7
LR7,781.279926756695,3,6
PTB,158.9201244813278,1,1
DASDAE,134.03783783783783,1,1
NTA3,0.0,0,0
EG,0.0,1,0
I9,0.0,0,0
NTA,0.0,0,0
AV,0.0,0,0
VKS,0.0,1,0
