Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
lenatheplugz,https://www.nitrotype.com/racer/lenatheplugz,Shinobu Kocho,Encore,78,260,97.18058701495637,39559,5605904.727845692,95.36960138995937,SPRME
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,75,160,88.95562676832503,31668,4467105.195147169,97.63474207662566,P1RE
deperst2,https://www.nitrotype.com/racer/deperst2,StylishPurpleBadger,Number Cruncher,89,60,95.81823897924286,29316,4166545.229817026,96.08961115702823,SPRME
smalltownfame,https://www.nitrotype.com/racer/smalltownfame,summrs,California Dreamin',77,200,102.08594399620043,27932,4062285.3872882696,96.28704857883173,TVX
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 100k,Keyboard Smasher,105,260,95.59626053280817,26497,3752605.808651529,95.82245661150607,SPRME
ilikedufibxx,https://www.nitrotype.com/racer/ilikedufibxx,dufibb,Big Spender,77,0,101.25511150170274,25148,3646199.657745794,96.25705394561815,TVX
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 400k,Operation: Typing,166,20,96.04513844357166,25361,3554657.4741389607,94.68985392060183,P1RE
monster_77,https://www.nitrotype.com/racer/monster_77,3NightsAtTheMotel,"Peace, Love, Nitros",77,200,99.82819256624327,24446,3434276.321341492,93.70978835030466,TVX
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,177,120,57.11994819212089,27017,3432491.7280278895,98.82494931373242,N8TE
fritter17,https://www.nitrotype.com/racer/fritter17,Swifty_YT,Spring-a-round,107,280,102.70762446394662,23247,3289784.782828201,93.49905200576816,TVX
34vela,https://www.nitrotype.com/racer/34vela,34 vela,Solid Gold,106,0,119.70071227672865,20910,3188003.8532267977,95.37865560890441,SPRME
bobthebuilder120822,https://www.nitrotype.com/racer/bobthebuilder120822,SwiftPanda,Keyboard Cat,77,0,84.82236122880671,23157,3081308.437495984,93.43482804788431,TVX
070716f8e5153f91fa44db65db76c844,https://www.nitrotype.com/racer/070716f8e5153f91fa44db65db76c844,Abadger,Nitro Rich,316,0,169.23020757368243,17095,3061595.3886167323,97.00887344054993,N8TE
77uu,https://www.nitrotype.com/racer/77uu,SlimJimPingu,Lord of the Practice,155,0,116.9042283816977,19275,2816993.706762364,92.23451146176409,SSH
fb806a1ca1f4ee5741e9971d4f316ca7,https://www.nitrotype.com/racer/fb806a1ca1f4ee5741e9971d4f316ca7,AllMight,Titan of the Track,346,40,107.3894252914686,17319,2585635.065148868,97.13717956117712,SPRME
givemegoldasap,https://www.nitrotype.com/racer/givemegoldasap,El1te Stxr,Galactic Guardian,50,240,119.29507020690258,16987,2547344.1392754284,93.93095039514087,SPRME
gyguimbuiltdifferent,https://www.nitrotype.com/racer/gyguimbuiltdifferent,Steven P YT Live,Nitro Rich,153,0,94.8932097438735,17353,2485932.6373078176,97.15832354360504,SPRME
notmegan13,https://www.nitrotype.com/racer/notmegan13,Not Megan,Keyboard Cat,303,340,54.8435721982116,19474,2329470.9326838595,93.87683551825144,NTPD1
