Team,TotalPoints,Racers,Races
SPRME,49147490.749745294,49,344670
P1RE,24643798.002750553,38,180248
TVX,24585636.8425238,50,177318
PR2W,21964364.17443096,48,154666
ZL,20364375.87342493,30,146266
IR,20227299.872170914,43,150274
N8TE,20208670.331773967,45,142820
CAM0,19724963.152551286,49,138936
RR,19154199.90540852,32,130587
TXT,17175434.689386804,49,123797
PSR,16068203.25830016,47,116965
CZBZ,16015599.222310934,45,116465
NTPD1,15684434.27548711,50,114506
SSH,14534829.290820075,39,102825
WP,13715940.170402527,50,96776
NCT,12331642.756359257,48,89717
BEEHVE,11943694.420468025,50,89234
LXW,11502511.786299184,7,81210
FFS,11270610.719958361,45,82651
S0RC,9242153.64960813,40,65243
NVSEAL,7833014.468585253,48,58185
TCHR,7817251.564200219,43,59253
NZV,7562565.154839241,42,49063
CR7LEG,7470470.700555778,14,42332
WD5,7128212.876837939,27,51540
LEGNDS,6312788.322537775,44,46124
CHONT,6309806.768282143,4,39515
DIV1,6233419.683198682,30,42714
TFV,6023577.290168314,36,40571
COMP5,6009512.015137177,38,43042
NXC,5911581.403712989,31,39640
RFTP,5902170.065701158,38,48120
NTO,5889804.723649606,50,46054
QC,5826685.950126433,1,43107
LOVGOD,5570637.197165541,39,39554
42712,5450163.378869983,38,41062
TVM,5230451.655731678,33,38226
0CE8N,5178575.975054265,49,40274
FASZ,5170854.54821103,21,37081
4CU,5103836.584303901,32,30929
FTHM,4786778.815571172,23,35636
DKC,4711793.810871793,30,36727
RI5E,4706827.8152520275,46,36012
ZH,4603307.813387375,44,33871
VG,4480422.817374972,43,32301
ZTAGZ,4360236.410714211,36,30220
AMPX,4320892.65965086,43,33028
RZ,4288298.454385368,48,33720
BKYS,4146006.2252013246,42,31037
L3JENS,3951852.542508435,12,26889
USAAT,3935947.7819258235,41,30735
WPMWPM,3878626.047940762,27,31343
ERC,3839240.332837678,25,26517
LLJ4R,3834732.984887566,27,31677
NTPTS,3824216.977070497,49,29586
NTP444,3527479.529116877,46,28945
T3X5,3503883.9311143197,17,24822
MEYBO,3496094.2323559793,21,24907
DLX,3468640.563931318,44,28620
MMM0,3451822.132865741,20,20271
NHS,3437505.79934151,46,26841
190IQ,3343139.1414155927,13,23903
A3,3327838.516633727,25,24332
NS7,3300689.2022297713,45,24381
RL,3233418.331788664,12,23627
CAT4,3180558.9745468483,46,26970
FAM3,3059967.7040279163,42,23995
HYP3Z,3058080.562274566,48,25247
SAIL,3012625.806829359,39,24017
F0J,3010943.586105702,39,22208
HELIUM,2987873.5457378915,50,24963
HFE,2936388.829349621,20,19771
AL3,2885417.3468599855,34,21834
XLUVX,2862682.8609383535,40,22840
ZSH,2861964.50209379,42,23544
T0WER,2823771.0015814626,40,18858
50I,2751498.6111716116,18,19976
BRAVE,2684349.6352696605,40,20394
1STRED,2641017.414429177,46,20884
C0NQUE,2614265.839765338,33,19119
FERAL,2551684.674751148,42,19131
RL1,2526489.328902584,40,18297
TWO,2521777.667972877,33,17814
BEGO0D,2474309.1826634156,48,18711
P20W,2462013.597600601,44,17651
VTU,2415113.6342768813,45,17206
EXTRME,2329656.246095835,36,15651
NGREEN,2308081.821493688,39,18426
OVCR,2303481.4927412695,23,19874
LE4GUE,2289966.1606666036,47,18120
4EP,2272019.7429031204,42,17669
RVNT,2097215.461311038,15,17602
SSNAKS,2093355.1115233602,50,17585
DDFR,2048587.8272560928,28,13560
GLXM,2030309.0216499146,6,13621
DUCCK,2022870.0035273181,38,15615
911000,1968579.4053144802,37,16017
XMVP,1967441.6709835124,42,15721
ALFJ,1946633.334240234,44,15846
ASPN,1915351.0283242424,37,15847
BPR,1912700.440835737,39,14207
TRUST,1854128.680307376,25,14075
ZER0SE,1851437.2959970997,49,13719
R1F,1815417.4970178576,13,12179
H0LY,1788018.9420006,30,13295
SZM,1753359.5314664985,45,15161
B0MBA,1732676.0540269793,39,12490
ESTER,1720455.2981875988,28,12809
TNGN,1699459.6366863044,42,12016
FS1,1683507.4356162967,44,12278
PRETZE,1617654.374442856,26,12799
BAYLOR,1592042.2233688757,33,13991
SNTL,1587348.1929032279,28,11167
D4RKER,1527229.7124254452,30,10973
FTINT,1432562.7646276413,33,9343
QX,1429269.707135949,35,12005
FVRSMR,1427981.2617693318,50,11907
WTRMN,1398858.5159101712,36,10240
DRICE,1371064.6027605357,49,11897
ST0RM,1353065.8748687683,8,9908
SWF,1275350.7518855433,24,8999
SEMI,1275005.2576006567,47,10198
KBSM,1258391.6333056774,39,9337
FERARI,1251068.6003221474,33,10671
AL0N3D,1250387.6497988324,40,9554
TOPGOD,1233535.21467748,22,8976
LSH,1232824.0526676604,38,10074
WBMS12,1221963.9249077975,40,10678
3X0T15,1183451.214943754,35,7862
SK4P,1182665.4504494157,16,9545
DUAL,1175000.09301602,25,8511
MED13L,1143095.229874088,34,7923
1BESTW,1095301.6756785328,30,8168
BRICS,1061434.4133203274,38,10278
REB3LS,1045814.2921041508,27,8446
DOGGIS,1039845.923685794,32,8738
NTW,1026450.2349754398,43,10132
FOX109,1002699.5750233136,27,7307
GENRAC,1002311.2686295733,42,8471
PAND96,954792.3400920079,26,7348
SPDLM,946334.6436745462,40,7534
DCPTCN,945932.80294335,13,7733
B4HL,938153.2032084357,8,6491
WPJR,936150.8331916657,4,5234
VXL,935829.23487359,6,6891
SBD2,911635.6596987948,2,5700
UNREST,902614.9642482429,25,6539
PIGFLY,897374.4366037636,36,6717
W2V,881989.3061034591,21,6669
DB35T,875410.8602159712,42,6969
OER,863996.8807000231,28,6521
HONT,810911.9974354907,27,5608
VS,806194.8289039776,24,5545
HDIK96,806129.8347341286,17,6822
M4NTA,803695.8409798683,32,6254
ON,787877.502648741,11,6642
AURA80,786910.0400003777,48,7413
CATPLT,786444.6322837994,40,6109
SEDYKO,765836.5650693685,18,7126
SSME,753507.5162142384,18,6099
IBM,731163.3479882944,13,4876
TYZ,721910.7981622984,40,5437
GSGMWO,717839.9677877006,33,5890
KAPOK,693879.3676467723,34,5688
HZE,692825.0087223076,25,5099
NTT,674644.7322868076,28,5391
NBX,669083.0671748348,3,4732
TDTY,619784.2377304283,6,4866
BR34K,613177.9846229067,3,4061
GODM,610706.3037060001,15,4616
DAGRUP,605255.2087608682,34,5688
PIRC,604339.5226573244,20,4278
RIV4L,592616.1387899731,18,4127
NI1TRO,568035.5305419312,29,4050
TMW,566971.3603102759,26,4786
UNSCF,549977.0340458582,23,3636
NTA4,548014.2871424904,2,3751
IMT,527423.1593673842,11,3817
TALK,522386.0701355247,25,3568
VLN,498698.5243879409,26,4098
ENTE,487611.52772984,12,3192
FG4,485441.3415923643,26,4451
WAMDOO,463600.970259686,27,4055
NTRS34,450797.2640345633,19,3935
VTI,422996.99477145605,28,3462
DOG,420387.170034904,15,2931
LOFH,405739.3677869756,11,2894
BEES,400820.80338137725,3,2589
JEDI1,396469.6789169488,5,2938
LEDIHH,393158.21106220275,16,3045
GOATOG,381513.35875595297,25,3253
XBTP,376130.36734916136,2,2494
LE9ND,363552.8426961237,4,3056
EXCEDE,359313.67437521217,10,2407
EXOTIC,355290.68617466924,7,2862
NTM,341369.92383798445,24,2289
SHIBA,328066.25223396835,5,2224
XIII,326001.14185594115,18,2499
PAWS,324147.4107897955,9,2244
201030,317623.1769608591,34,2956
DTR,286103.2643025161,4,1919
BAR0NS,281708.9569344429,6,2016
SER,267378.04120607587,17,1993
NTWA,264610.4016774961,6,1852
SG1MAS,248935.97555875266,33,1871
KR0W,240258.84382817755,12,1746
170MPH,185168.92379404214,32,1657
TEZLA,183651.0765334631,4,1286
TGNM,180475.82773439115,1,1354
FRLB,173611.22580634986,3,1180
BMW,156746.44615291932,4,1187
YE1LOW,151751.35271667162,6,1104
792231,150514.56572999049,2,1041
DOGEE,138473.27823264853,13,1241
FZH,136400.13036446265,6,1020
FORKS,123014.58267770451,4,945
DYZ,121685.20080385805,13,930
VRSN,108713.18902187553,3,984
SPRINT,106601.32035387945,11,805
HAC33R,99505.15229143351,9,935
GLZ,97410.97540256318,9,823
M1NE,95485.30200410062,6,833
DIRTH,85675.41402214955,7,631
AGNCY,79300.0445636424,4,534
M0AN,75569.22676909377,14,594
DANCE2,70609.69535474769,12,395
NT20,66948.40955506617,2,626
DSNT,56768.501928340746,12,406
GZRS,52082.26000704985,7,395
EMZ,41803.81235717429,10,325
EOP,40346.20074763743,9,313
CR0WN5,40062.555845706614,10,307
XS9,36878.464690156856,1,317
EL1TE,30465.563173675444,6,204
4J,29268.737476735976,9,219
NT,25318.178200221595,8,181
KNTT,23006.648698394885,10,202
GRZ,22697.567119690208,3,171
OWLS99,22080.236093869924,2,165
NTGX,19049.327141731395,1,158
DYN,18872.654148302954,7,125
100DEV,18615.342764139343,2,130
LZNT,12034.355333755471,2,95
FIAMES,11380.740160290828,11,83
PALICE,11347.027427342331,4,87
F1ERCE,9862.2890072317,2,79
QWST,9636.736568299677,2,72
WUPS,8721.484169667807,3,70
SNOOPY,8523.029523886493,1,66
IQ200,7722.562026720354,3,86
NWH,7710.7525193732345,2,57
YADLRS,4868.371368373798,1,34
NTY,2713.211858584247,3,25
EG,2659.6011883851957,1,20
LERS,2654.1002507044263,2,17
CS,1879.075091724419,1,13
2S,1765.0737898678879,0,13
VFU,1016.3465007702894,1,8
LR7,781.279926756695,3,6
PTB,158.9201244813278,1,1
VKS,0.0,1,0
CYCV,0.0,1,0
NTA3,0.0,0,0
AV,0.0,0,0
NTA,0.0,0,0
ECS,0.0,1,0
I9,0.0,0,0
UFOUFO,0.0,1,0
