Username,ProfileLink,DisplayName,Title,CarID,CarHueAngle,Speed,Races,Points,Accuracy,Team
lenatheplugz,https://www.nitrotype.com/racer/lenatheplugz,Owner of PSR FR,Endurance Racer,89,200,104.93629946590873,28937,4225004.018282099,95.76228318484242,SPRME
nincalebgamez,https://www.nitrotype.com/racer/nincalebgamez,⚡Nincaleb⚡,PAC Contender,77,280,88.16328122576155,26683,3753969.4382635057,97.64442029585861,P1RE
internetgoneviral,https://www.nitrotype.com/racer/internetgoneviral,Unpretentious,Nitro Rich,282,0,107.14577081595299,25338,3746972.2765989597,96.29275313004649,F1F2F3
ilikedufibxx,https://www.nitrotype.com/racer/ilikedufibxx,dufibb,Big Spender,77,0,101.25943929012494,25144,3645690.75911279,96.25754735357813,TVX
nxtfiregaming,https://www.nitrotype.com/racer/nxtfiregaming,Daisyyy QT,Encore,105,320,88.07388259156049,25726,3590436.93527019,96.89495096788015,SPRME
aydeniscool321,https://www.nitrotype.com/racer/aydeniscool321,DashZL,I Have Fans!,273,160,111.91837088499497,23445,3457180.872075063,94.54986348755519,ZL
godlypropaco,https://www.nitrotype.com/racer/godlypropaco,turbo PACO,Nitro Rich,68,0,166.02704110000087,17508,3202054.12129968,99.93300680329388,CR7LEG
25tsmith6,https://www.nitrotype.com/racer/25tsmith6,x2                                                ,Hallowampus Fanclub,328,0,97.33673072354081,22040,3100645.596842975,94.62850367809524,ZL
unrealmaterialism,https://www.nitrotype.com/racer/unrealmaterialism,Zranci,Problem Solver,77,280,121.23399324416046,19933,3071696.9776194035,95.94320076023118,SPRME
nevercaredlol,https://www.nitrotype.com/racer/nevercaredlol,ill join 4 officer,404 Not Found,380,300,85.45807257402002,22367,3047456.468786155,95.45912286785527,NVSEAL
ttv_itscambria,https://www.nitrotype.com/racer/ttv_itscambria,ttv_itsCambria 20k,Keyboard Cat,77,180,76.82212003309927,22635,3018078.9965985976,96.33393699694892,IR
chill233,https://www.nitrotype.com/racer/chill233,gold 4 me 2 join,Mystery Man,165,60,85.33227529664423,22142,3010451.2003063457,95.3002064199599,ZL
monsterslayr,https://www.nitrotype.com/racer/monsterslayr,Ntc gift sender,A E S T H E T I C,349,100,81.83277960498856,22247,3003965.145454634,95.82127079296335,QC
weslanea,https://www.nitrotype.com/racer/weslanea,truly broken 95k,Keyboard Smasher,105,260,96.36131616221213,20421,2900285.855311491,95.84562197919496,SPRME
barfbr01,https://www.nitrotype.com/racer/barfbr01,Lucky Doves,Lord of the Practice,77,260,87.92388670372262,20820,2813538.7176190815,93.86949256212662,NCT
drey2000,https://www.nitrotype.com/racer/drey2000,KeyStorm,Mega Winner,106,0,100.41126800427699,19184,2763671.5927891107,95.90937171877091,ECS
fritter17,https://www.nitrotype.com/racer/fritter17,Swifty_YT,Spring-a-round,210,260,102.53478205013411,19351,2735288.252027726,93.44463473830342,TVX
deperst2,https://www.nitrotype.com/racer/deperst2,RainbowSyro WEIRD,Raw Racing Recruit,89,260,101.9918547387646,18409,2695094.2025506482,96.95685467943849,BKYS
smalltownfame,https://www.nitrotype.com/racer/smalltownfame,summrs,Hot Hot Hot!,68,140,100.67908811641067,18489,2679031.665095984,96.38094841665048,TVX
eiliteracer,https://www.nitrotype.com/racer/eiliteracer,gold 4 for me 2 join,Golden Student,265,0,98.92433590128825,18995,2671972.4720858126,94.11555426300228,TXT
jesustake_the_wheel,https://www.nitrotype.com/racer/jesustake_the_wheel,DylanJ 396k,Operation: Typing,107,280,95.99506381978485,18888,2646905.028952268,94.68864724026538,P1RE
monster_77,https://www.nitrotype.com/racer/monster_77,3NightsAtTheMotel,"Peace, Love, Nitros",77,0,99.14094655997428,18739,2616782.8703367435,93.36313131399166,TVX
bobthebuilder120822,https://www.nitrotype.com/racer/bobthebuilder120822,SwiftPanda,Keyboard Cat,77,20,84.29714771585377,19357,2566270.6081217825,93.26568686945934,TVX
billy33,https://www.nitrotype.com/racer/billy33,,On Thin Ice,177,120,57.179035778593054,20102,2553386.992450631,98.78063302100539,N8TE
jxsh0427,https://www.nitrotype.com/racer/jxsh0427,RMS Jxsh,Hot Hot Hot!,379,0,98.48378469982396,18166,2429195.6616111468,89.60091399923691,42712
yoboytyler123,https://www.nitrotype.com/racer/yoboytyler123,Cash                                              ,Ca$h Collector,338,280,96.99244120145804,17341,2428680.2412867085,94.3150069010539,ZL
apicomplexa,https://www.nitrotype.com/racer/apicomplexa,Can I Have Gold Plz,League Champion,371,340,153.85259490168792,14151,2413119.8403091826,96.38276261527135,WP
givemegoldasap,https://www.nitrotype.com/racer/givemegoldasap,El1te Stxr,Galactic Guardian,86,200,119.1620942642762,15637,2344759.7842044537,93.96445736804961,NCT
plsgivemego1d,https://www.nitrotype.com/racer/plsgivemego1d,plsgivemego1d,Endurance Racer,51,0,82.48197673745732,16046,2188818.968478598,96.57891183196763,WP
77uu,https://www.nitrotype.com/racer/77uu,SlimJimPingu,Lord of the Practice,155,0,116.89504850178216,14900,2169460.306205401,91.89248208260244,SSH
jointeamwp,https://www.nitrotype.com/racer/jointeamwp,GiftGoldpls,Crazy About Typing,68,0,138.79108819061784,13210,2143286.320233786,95.78012340879175,WP
070716f8e5153f91fa44db65db76c844,https://www.nitrotype.com/racer/070716f8e5153f91fa44db65db76c844,Abadger,Nitro Rich,338,0,169.1449842206674,11870,2116520.61249903,96.60615724245423,N8TE
monfils,https://www.nitrotype.com/racer/monfils,Dravik,Speed Demon,1,240,102.71640412213497,14224,2091012.0483713655,97.12450789629892,ECS
redragon999,https://www.nitrotype.com/racer/redragon999,goldplz,Shattered,324,320,140.61473386457837,11837,1973770.0245597265,97.90874121028705,CAM0
givemedarewards,https://www.nitrotype.com/racer/givemedarewards,existence,404 Not Found,105,0,125.79487505857985,12670,1969322.9684696246,95.4170704838521,SPRME
34vela,https://www.nitrotype.com/racer/34vela,34 vela,Solid Gold,86,0,119.95098339790219,12692,1948157.5861248833,95.94902520020658,SPRME
