Team,TotalPoints,Racers,Races
SPRME,29922972.50335318,50,207341
P1RE,20152795.535726428,33,146511
TVX,17357127.154543675,50,125401
PR2W,14806182.709026774,50,105226
N8TE,13405872.374629447,41,96238
CAM0,12263557.241934003,50,86378
NTPD1,11925135.56213525,49,86834
PSR,11379306.44228871,48,83187
CZBZ,10912283.47572253,48,78694
SSH,10567280.029235596,37,75318
NCT,10329877.244410004,48,74844
LXW,8989957.110374361,44,63108
BEEHVE,8202061.9282722995,44,61278
S0RC,6778529.358831196,49,47176
CHONT,6288783.947170591,11,39342
TCHR,6287351.03193109,30,47125
4CU,5022348.268775171,35,30234
RFTP,4743647.609580676,35,38547
FASZ,4736955.064305519,22,33909
LEGNDS,4660687.414618075,44,33248
NTO,4470027.382456583,48,35280
LOVGOD,4282987.842810548,42,30440
DIV1,3888411.038862853,45,27085
ZTAGZ,3851881.320826047,38,26326
ERC,3467378.9346799864,21,24089
WPMWPM,3361073.795965464,49,27032
LLJ4R,3360917.6409121207,39,27599
RZ,3269050.1444858504,50,25744
190IQ,3176765.4631434465,7,22681
AMPX,3045688.8357075835,45,23287
DLX,2886960.6546829273,48,23730
RI5E,2858270.4076190433,47,21947
NHS,2796360.737889985,50,21942
NTP444,2739287.604749835,44,22369
MEYBO,2725757.2589088706,29,19604
F0J,2596219.6924478146,40,18908
VKS,2446550.2886271905,41,18397
ZH,2424788.023183317,43,17759
NS7,2372999.143231674,45,17593
50I,2310184.267634887,36,16522
T0WER,2308702.768054028,38,15414
T3X5,2305741.368551001,24,16011
SAIL,2184870.5569672096,36,17339
TWO,2161425.6772927665,32,15234
ZSH,2129571.874598407,37,17595
FAM3,2099721.976385538,44,16499
A3,2071114.3838329043,25,15304
1STRED,1977128.6795039894,43,15515
BRAVE,1961572.526628686,33,14970
OVCR,1895828.4858362544,33,16359
AL3,1893188.0542882478,33,14346
EXTRME,1770378.7529668633,39,11447
HELIUM,1746608.2444913932,50,14827
RVNT,1728758.414943431,21,14533
LTC,1593201.6501328836,24,9966
4EP,1589221.437635418,50,11808
LE4GUE,1526011.0981896205,48,12076
SSNAKS,1470105.2822725552,35,12279
B0MBA,1467043.0366140236,43,10239
TRUST,1432377.2400978561,21,11058
SZM,1425115.0595152183,46,12292
NGREEN,1400887.336784541,34,11481
ASPN,1385497.3228413714,42,11346
TNGN,1337865.3246898572,41,9564
XWX,1315153.0919314893,45,10713
ESTER,1250890.9710275582,28,9289
ZER0SE,1226645.0646149705,40,8997
ALFJ,1213485.9901555607,40,9727
ST0RM,1182774.7807892596,18,8665
SNTL,1180955.4687466843,26,8262
RL,1180511.9433189128,34,8464
D4RKER,1140897.5184223165,29,8183
WTRMN,1085372.6526481237,32,7898
SK4P,1036826.3743444661,19,8271
RL1,994583.7933901696,38,7312
AL0N3D,983971.0248302085,39,7483
LSH,961421.1075789166,32,7823
KBSM,923913.943686024,34,6862
DCPTCN,899380.7786155724,25,7345
FERARI,881703.3569111354,36,7566
FUZHOU,872110.3028925105,45,6478
VXL,826608.5435959781,6,6027
MED13L,809356.8936991307,33,5595
REB3LS,805987.0437536638,25,6507
1BESTW,797407.3228006121,29,5893
SPDLM,785568.6680365382,43,6317
W2V,780538.1016055867,20,5928
DUAL,773079.7331689248,25,5599
FOX109,760737.5617450634,27,5494
PIGFLY,745693.8570602572,35,5542
NTW,731203.6675909616,44,7269
SEDYKO,722718.7842614682,19,6705
BAYLOR,718180.4679161335,30,6288
DOGGIS,704473.5932250347,33,5916
UNREST,669229.8885365683,20,4877
B4HL,635748.0747554566,8,4423
HONT,619521.83493908,23,4263
HZE,593624.3199999394,22,4343
CATPLT,567586.9696287141,38,4524
KAPOK,552570.9336681095,33,4499
BRICS,548291.5701130447,38,5193
PR2WX,543985.9117489599,29,5016
OER,519663.4675458386,28,3923
FLAGZ,485700.67180944,23,4064
RIV4L,471320.6176805723,18,3379
VLN,463323.6692137246,28,3845
TOTUF7,443550.7976104445,30,3709
NTT,421542.0148140034,22,3229
GSGMWO,409638.40778615745,36,3304
FG4,405283.2529405026,33,3716
NI1TRO,384496.09224552056,23,2738
JEDI1,378819.7364774354,6,2806
WAMDOO,358902.01547387324,21,3143
LOFH,353642.81807981606,10,2508
GOATOG,326156.878345048,27,2764
NTRS34,316324.7253580927,25,2751
VTI,306920.7331131607,27,2477
LEDIHH,294920.09545461374,15,2283
EXOTIC,261658.58889566094,7,2105
SER,247105.46866365537,16,1834
TALK,245343.62231368417,19,1722
201030,244198.10017865885,30,2237
NTM,230167.39830155845,22,1521
KR0W,228000.6764223019,10,1655
BR34K,227152.65602613208,3,1647
BEES,222083.8771740671,3,1440
SG1MAS,181804.08167567456,28,1360
TGNM,163290.27136165777,11,1212
170MPH,156818.48817661742,29,1406
FRLB,155745.64841334027,3,1059
UNSCF,153598.50501752342,14,1201
BMW,149695.25878733618,5,1131
792231,147965.63428837605,2,1022
YE1LOW,96215.86818437555,4,698
M1NE,85379.42250262496,6,745
SPRINT,83258.33524361913,9,615
HAC33R,79820.22429093713,8,740
GLZ,78353.4226829782,16,632
FORKS,71969.49405342776,9,562
NT20,64950.37604702989,2,607
XS9,30029.546154179126,1,258
EMZ,29887.8910027018,7,229
NT,22483.77843448458,8,160
CYCV,6904.075728595102,2,49
YADLRS,3433.1907493997214,1,24
IQ200,2665.7690972472656,2,28
2S,1655.5235913879983,0,12
VFU,768.4828240652876,1,6
LDZ,606.0831485587584,1,4
PTB,0.0,0,0
