Team,TotalPoints,Racers,Races
SPRME,50807681.50061484,49,356833
P1RE,25157175.513053626,37,184029
TVX,25011196.155980196,49,180391
PR2W,23057484.961578667,47,162262
N8TE,21626612.610366985,45,152666
IR,21307739.7451509,47,157860
CAM0,20529586.08479227,48,144534
ZL,20482583.854547676,28,147248
RR,20028421.932106834,34,137009
TXT,18414838.219038334,49,132197
CZBZ,16828799.586985733,45,122504
PSR,16625516.716588527,46,120995
NTPD1,16010168.753255157,50,116900
SSH,15276809.161522357,43,107904
WP,13821481.78123482,50,97584
BEEHVE,12650406.134745382,50,94486
NCT,12430689.401280403,44,90479
FFS,11731687.493215252,48,86026
LXW,11504095.782925906,6,81220
S0RC,9547922.677312762,39,67398
TCHR,8044704.685984875,43,61075
NVSEAL,8034863.515747699,44,59786
WD5,7974749.903620988,29,57045
CR7LEG,7856382.721313473,13,44438
NZV,7698540.7389329355,42,50031
LEGNDS,6505132.3479526,46,47582
NXC,6429714.895274788,30,43226
COMP5,6388929.756810583,45,45809
DIV1,6374406.147305216,29,43642
CHONT,6313064.728066565,4,39542
TFV,6201503.538265066,35,41821
RFTP,6111331.472276423,39,49915
NTO,5990660.882473084,50,46878
DF4,5702704.919158112,43,47705
LOVGOD,5688542.32272099,39,40430
42712,5457372.769617992,38,41118
TVM,5282606.918707,34,38657
0CE8N,5265752.945686864,48,40961
FASZ,5240459.100875531,22,37581
4CU,5104327.131594286,32,30934
FTHM,5060735.435903994,17,37589
VG,4980056.899377776,43,35621
ZH,4878441.082926267,44,36017
DKC,4876129.496638966,35,38023
RI5E,4852248.951172176,48,37136
BKYS,4475937.825947587,40,33579
AMPX,4415763.71071965,44,33794
ZTAGZ,4401119.672075086,37,30542
RZ,4366795.973046587,50,34370
L3JENS,4291141.157265652,12,29183
USAAT,4125997.2674823906,48,32232
WPMWPM,3926883.0232899673,26,31749
NTPTS,3893158.929021574,43,30182
LLJ4R,3861772.7906100005,27,31930
ERC,3856852.703458335,28,26631
MMM0,3673274.9529228215,19,21606
NTP444,3635230.7244932456,43,29849
A3,3610091.1597735835,23,26466
MEYBO,3576546.0547413104,21,25452
T3X5,3556922.0043889675,17,25206
NHS,3524681.5228077723,46,27522
DLX,3523610.6751628486,45,29084
RL,3463999.4936408135,15,25205
CAT4,3459639.998347311,48,29212
190IQ,3431327.312193177,9,24517
NS7,3418747.2464319053,40,25229
FAM3,3250526.8756199246,41,25522
HELIUM,3216920.5600275192,47,26936
HYP3Z,3119709.6535109244,44,25771
SAIL,3119166.6704245936,39,24902
F0J,3087286.8489264627,39,22790
AL3,3015690.1120547815,38,22798
ZSH,2974601.201061293,43,24457
HFE,2952599.6207571127,20,19880
XLUVX,2923366.6487917574,39,23354
T0WER,2897180.9215641622,41,19375
50I,2764602.0004426003,17,20080
C0NQUE,2742452.757997261,35,20071
BRAVE,2728849.739247738,43,20787
1STRED,2727061.0764056514,46,21553
RL1,2721575.844772296,37,19720
BEGO0D,2661533.638428751,46,20158
VTU,2606488.929561759,43,18650
TWO,2595213.454975791,33,18345
FERAL,2590419.761597276,43,19457
LE4GUE,2551919.8816800276,43,19866
P20W,2519533.847202346,44,18092
EXTRME,2434060.7388714105,36,16410
NGREEN,2430835.850290052,38,19336
4EP,2358659.874078091,45,18427
OVCR,2332145.5344411638,19,20107
SSNAKS,2236549.272349067,44,18789
RVNT,2145434.5404098835,15,18018
DDFR,2134805.280552847,31,14143
DUCCK,2072884.7870908668,37,15992
911000,2052367.3207285162,41,16676
GLXM,2040802.5029244635,5,13697
ASPN,2014418.4004128545,38,16679
ALFJ,2011864.0300226097,46,16387
XMVP,2000822.0212619652,46,15995
BPR,1974248.889375754,34,14716
TRUST,1917584.9718964754,25,14511
ZER0SE,1900173.9432612618,46,14088
H0LY,1891237.829814354,32,14080
R1F,1825040.0307510209,13,12244
SZM,1822045.9158802736,45,15759
ESTER,1780274.0898998443,29,13285
B0MBA,1769382.3935471352,35,12823
PRETZE,1742496.5986380177,23,13797
TNGN,1736762.274892197,42,12298
FS1,1722810.8051613683,45,12563
BAYLOR,1695573.9571540505,33,14879
D4RKER,1636270.9941129575,30,11700
SNTL,1610647.511919591,27,11329
FVRSMR,1492311.9891550925,49,12457
FTINT,1461719.5108372753,33,9557
WTRMN,1449179.5740174889,36,10619
QX,1443578.3889938595,35,12127
DRICE,1413313.9751431013,48,12254
ST0RM,1373625.452486252,8,10058
TOPGOD,1344551.165241992,22,9842
SWF,1343579.4673252436,24,9478
SEMI,1300543.2535189472,47,10388
FERARI,1292529.5969979188,36,11031
KBSM,1290729.3817034778,38,9586
LSH,1282534.7874480463,38,10464
AL0N3D,1263932.7057263502,39,9663
WBMS12,1250967.6382905592,39,10927
3X0T15,1221377.670516454,35,8121
DUAL,1207177.1077767273,25,8744
MED13L,1196258.066891607,34,8290
SK4P,1189258.4981077341,16,9603
1BESTW,1182968.4550169376,30,8805
BRICS,1164824.2529307671,40,11302
DOGGIS,1120910.4831417263,37,9436
NTW,1080610.2151392729,44,10628
REB3LS,1062491.0682979054,27,8567
GENRAC,1061932.7317675487,43,8974
FOX109,1039925.3437598703,28,7597
PAND96,1007814.9750266138,26,7765
SPDLM,963434.4677736316,38,7665
DCPTCN,949235.9529476436,13,7761
B4HL,948584.5051444423,8,6564
VXL,946107.4283271065,6,6976
WPJR,936150.8331916657,4,5234
PIGFLY,931574.9351882079,38,6994
OER,927146.5772085804,32,7000
UNREST,926591.142081231,25,6712
SBD2,911635.6596987948,2,5700
DB35T,897942.6702161598,42,7155
W2V,893718.5401754071,21,6758
M4NTA,857702.6016300032,32,6634
HONT,836544.6411358698,26,5778
VS,831050.8066697919,24,5722
HDIK96,817080.3064705615,18,6912
CATPLT,804032.5471865796,41,6245
AURA80,800426.7749064431,47,7538
ON,798701.474626755,10,6733
TYZ,786425.0623559571,40,5949
SSME,772515.7764678479,17,6250
SEDYKO,771995.0577220421,18,7183
GSGMWO,748323.6478714208,36,6143
IBM,741818.769908765,13,4948
NTT,716404.2743480575,28,5747
KAPOK,716330.0040113471,34,5871
HZE,698755.0247844796,25,5145
NBX,687183.8367663721,3,4874
TMW,685019.726224853,27,5782
TNN,655521.2543087655,28,5508
PIRC,643598.3514581384,17,4550
GODM,643170.1983034277,17,4849
TDTY,633745.7533970035,8,4996
BR34K,633738.5527547321,3,4192
DAGRUP,608889.4690675777,34,5723
RIV4L,608213.3077980201,18,4219
